,ITEM_DESC,VENDOR,BRAND,VENDOR_CODE,UNIT,PACK,PER_PACK,PRICE,LAST_UPDATE,ACCOUNT,FLAG
0,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-11,KITCHEN,
1,ACORN SQUASH,STAN SETAS,,4626,EACH,,,$2.65 ,2025-09-05,KITCHEN,
2,"APPLES, FUJI 72'S",STAN SETAS,,170,CASE,,,$58.50 ,2025-09-17,KITCHEN,
3,"APPLES, GRANNY SMITH 72'S",STAN SETAS,,235,EACH,,,$0.80 ,2025-09-11,KITCHEN,
4,"APPLES, GRANNY SMITH 72'S",STAN SETAS,,235,EACH,,, $-   ,2025-09-12,KITCHEN,
5,"ASPARAGUS, 11-LBS., LARGE",STAN SETAS,,2410,CASE,,,$54.50 ,2025-09-11,KITCHEN,
6,"ASPARAGUS, 11-LBS., LARGE",STAN SETAS,,2410,CASE,,, $-   ,2025-09-11,KITCHEN,
7,"ASPARAGUS, 11-LBS., LARGE",STAN SETAS,,2410,CASE,,,$54.50 ,2025-09-12,KITCHEN,
8,"ASPARAGUS, 11-LBS., LARGE",STAN SETAS,,2410,CASE,,,$54.50 ,2025-09-17,KITCHEN,
9,BABY ARTISAN LETTUCE CLAMSHELL,STAN SETAS,,0,CASE,,,$42.50 ,2025-09-11,KITCHEN,
10,BABY ARTISAN LETTUCE CLAMSHELL,STAN SETAS,,0,CASE,,, $-   ,2025-09-11,KITCHEN,
11,"BABY DILL, DOMESTIC 1-LB.",STAN SETAS,,0,CASE,,,$9.75 ,2025-09-13,KITCHEN,
12,BABY RAINBOW CARROTS W/TOPS,STAN SETAS,,0,CASE,,,$29.75 ,2025-09-09,KITCHEN,
13,BABY RAINBOW CARROTS W/TOPS,STAN SETAS,,0,CASE,,,$29.80 ,2025-09-12,KITCHEN,
14,"BANANAS, 10-LB. CHIQUITA",STAN SETAS,,586,CASE,,,$9.75 ,2025-09-09,KITCHEN,
15,"BANANAS, 10-LB. CHIQUITA",STAN SETAS,,586,CASE,,,$9.75 ,2025-09-12,KITCHEN,
16,"BANANAS, 10-LB. CHIQUITA",STAN SETAS,,586,CASE,,,$9.75 ,2025-09-04,KITCHEN,
17,"BASIL, DOMESTIC 1-LB.",STAN SETAS,,5035,CASE,,,$8.75 ,2025-09-16,KITCHEN,
18,"BASIL, DOMESTIC 1-LB.",STAN SETAS,,5035,CASE,,,$8.75 ,2025-09-06,KITCHEN,
19,"BEANS, GREEN TRIMED 2/5#",STAN SETAS,,2490,CASE,,,$36.50 ,2025-09-09,KITCHEN,
20,"BEANS, GREEN TRIMED 2/5#",STAN SETAS,,2490,CASE,,,$36.50 ,2025-09-03,KITCHEN,
21,"BEANS, GREEN TRIMED 2/5#",STAN SETAS,,2490,CASE,,,$36.50 ,2025-09-04,KITCHEN,
22,"BLACKBERRIES, DRISCOL 6/12OZ.",STAN SETAS,,0,CASE,,,$38.50 ,2025-09-12,KITCHEN,
23,"BLACKBERRIES, DRISCOLL 12/20OZ",STAN SETAS,,0,CASE,,,$22.75 ,2025-09-10,KITCHEN,
24,"BLACKBERRIES, DRISCOLL, 12/6OZ",STAN SETAS,,640,CASE,,,$42.50 ,2025-09-16,KITCHEN,
25,"BLACKBERRIES, DRISCOLL, 12/6OZ",STAN SETAS,,640,CASE,,,$38.50 ,2025-09-06,KITCHEN,
26,"BLUEBERRIES, DRISCOLL 12/20OZ.",STAN SETAS,,0,CASE,,,$46.50 ,2025-09-14,KITCHEN,
27,"BLUEBERRIES, PERUVIAN 6/28OZ.",STAN SETAS,,0,CASE,,,$46.50 ,2025-09-09,KITCHEN,
28,"BLUEBERRIES, PERUVIAN JUMBO",STAN SETAS,,0,CASE,,,$46.50 ,2025-09-16,KITCHEN,
29,"BROCCOLI CROWNS, 20-LBS.",STAN SETAS,,2530,CASE,,,$36.50 ,2025-09-12,KITCHEN,
30,"BROCCOLI CROWNS, 20-LBS.",STAN SETAS,,2530,CASE,,,$42.50 ,2025-09-17,KITCHEN,
31,"BROCCOLI CROWNS, 20-LBS.",STAN SETAS,,2530,CASE,,,$36.50 ,2025-09-04,KITCHEN,
32,BRUSSEL SPROUTS,STAN SETAS,,5970,LB,,,$2.95 ,2025-09-12,KITCHEN,
33,BUTTERNUT SQUASH,STAN SETAS,,4625,EACH,,,$2.75 ,2025-09-12,KITCHEN,
34,BUTTERNUT SQUASH,STAN SETAS,,4625,EACH,,,$2.95 ,2025-09-16,KITCHEN,
35,"CANTALOUPES, 9'S",STAN SETAS,,1205,CASE,,,$36.50 ,2025-09-11,KITCHEN,
36,"CANTALOUPES, 9'S",STAN SETAS,,1205,EACH,,,$4.75 ,2025-09-05,KITCHEN,
37,"CARROTS, BABY PEELED W/ TOPS",STAN SETAS,,2695,CASE,,,$29.80 ,2025-09-11,KITCHEN,
38,"CARROTS, LOOSE 25#",STAN SETAS,,2670,LB,,,$1.25 ,2025-09-03,KITCHEN,
39,"CAULIFLOWER, CELLO, 12'S",STAN SETAS,,2740,EACH,,,$2.95 ,2025-09-11,KITCHEN,
40,"CAULIFLOWER, CELLO, 12'S",STAN SETAS,,2740,EACH,,,$2.95 ,2025-09-12,KITCHEN,
41,"CAULIFLOWER, CELLO, 12'S",STAN SETAS,,2740,EACH,,,$3.75 ,2025-09-16,KITCHEN,
42,"CAULIFLOWER, CELLO, 12'S",STAN SETAS,,2740,EACH,,,$3.75 ,2025-09-17,KITCHEN,
43,"CAULIFLOWER, CELLO, 12'S",STAN SETAS,,2740,EACH,,,$3.75 ,2025-09-03,KITCHEN,
44,"CHIVES, DOMESTIC 1-LB.",STAN SETAS,,5060,CASE,,,$12.75 ,2025-09-10,KITCHEN,
45,"CHIVES, DOMESTIC 1-LB.",STAN SETAS,,5060,CASE,,,$12.75 ,2025-09-03,KITCHEN,
46,CILANTRO 30CT.,STAN SETAS,,5080,EACH,,,$2.25 ,2025-09-11,KITCHEN,
47,CILANTRO 30CT.,STAN SETAS,,5080,EACH,,,$2.25 ,2025-09-12,KITCHEN,
48,CILANTRO 30CT.,STAN SETAS,,5080,EACH,,,$2.25 ,2025-09-17,KITCHEN,
49,CILANTRO 30CT.,STAN SETAS,,5080,EACH,,,$2.25 ,2025-09-06,KITCHEN,
50,"CILANTRO, CALIFORNIA 60CT.",STAN SETAS,,5081,EACH,,,$2.25 ,2025-09-10,KITCHEN,
51,"CORN, COB BICOLOR",STAN SETAS,,2850,EACH,,,$0.75 ,2025-09-06,KITCHEN,
52,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-11,KITCHEN,
53,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-16,KITCHEN,
54,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-03,KITCHEN,
55,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-04,KITCHEN,
56,"CUKES, ENGLISH",STAN SETAS,,2905,CASE,,,$24.95 ,2025-09-05,KITCHEN,
57,"GREEN ONIONS, ICELESS 4/2-LB.",STAN SETAS,,4330,EACH,,,$8.75 ,2025-09-09,KITCHEN,
58,"GREEN ONIONS, ICELESS 4/2-LB.",STAN SETAS,,4330,EACH,,,$8.75 ,2025-09-17,KITCHEN,
59,HEIRLOOM MEDLEY GRAPE TOMATOES,STAN SETAS,,4787,CASE,,,$36.50 ,2025-09-17,KITCHEN,
60,HEIRLOOM MEDLEY GRAPE TOMATOES,STAN SETAS,,4787,CASE,,,$38.50 ,2025-09-03,KITCHEN,
61,HEIRLOOM MEDLEY GRAPE TOMATOES,STAN SETAS,,4787,CASE,,,$38.50 ,2025-09-06,KITCHEN,
62,"HERICOT, VERT FRENCH BEANS, 10#",STAN SETAS,,0,CASE,,,$46.50 ,2025-09-11,KITCHEN,
63,"HONEYDEW MELONS, 6'S",STAN SETAS,,1280,CASE,,,$32.50 ,2025-09-11,KITCHEN,
64,"HONEYDEW MELONS, 6'S",STAN SETAS,,1280,EACH,,,$5.75 ,2025-09-05,KITCHEN,
65,"HYDRO BIBB LETTUCE, 12CT CLAMS",STAN SETAS,,5679,CASE,,,$36.50 ,2025-09-11,KITCHEN,
66,"HYDRO BIBB LETTUCE, 12CT CLAMS",STAN SETAS,,5679,CASE,,,$36.50 ,2025-09-16,KITCHEN,
67,"HYDRO BIBB LETTUCE, 12CT CLAMS",STAN SETAS,,5679,CASE,,,$36.50 ,2025-09-06,KITCHEN,
68,LEEKS,STAN SETAS,,3175,EACH,,,$4.75 ,2025-09-10,KITCHEN,
69,LEEKS,STAN SETAS,,3175,EACH,,,$4.75 ,2025-09-12,KITCHEN,
70,LEEKS,STAN SETAS,,3175,EACH,,,$4.75 ,2025-09-17,KITCHEN,
71,"LEMONS, SUNKIST 115'S",STAN SETAS,,1090,CASE,,,$48.50 ,2025-09-17,KITCHEN,
72,"LIMES, 48'S",STAN SETAS,,1115,CASE,,,$24.95 ,2025-09-11,KITCHEN,
73,"LIMES, 48'S",STAN SETAS,,1115,CASE,,,$26.95 ,2025-09-14,KITCHEN,
74,"LIMES, 48'S",STAN SETAS,,1115,CASE,,,$24.95 ,2025-09-17,KITCHEN,
75,"MANGOS, 10'S",STAN SETAS,,1155,EACH,,,$2.65 ,2025-09-11,KITCHEN,
76,"MANGOS, 10'S",STAN SETAS,,1155,EACH,,,$2.65 ,2025-09-05,KITCHEN,
77,"MUSHROOMS, CRIMINI",STAN SETAS,,3450,CASE,,,$24.95 ,2025-09-10,KITCHEN,
78,"MUSHROOMS, CRIMINI",STAN SETAS,,3450,CASE,,,$24.95 ,2025-09-11,KITCHEN,
79,"MUSHROOMS, CRIMINI",STAN SETAS,,3450,CASE,,,$26.95 ,2025-09-14,KITCHEN,
80,"MUSHROOMS, MEDIUM 10#",STAN SETAS,,3415,CASE,,,$29.80 ,2025-09-14,KITCHEN,
81,"MUSHROOMS, MEDIUM 10#",STAN SETAS,,3415,CASE,,,$29.80 ,2025-09-03,KITCHEN,
82,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-11,KITCHEN,
83,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-11,KITCHEN,
84,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-12,KITCHEN,
85,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-13,KITCHEN,
86,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-14,KITCHEN,
87,"MUSHROOMS, OYSTER",STAN SETAS,,3465,CASE,,,$36.50 ,2025-09-03,KITCHEN,
88,"MUSHROOMS, PORTABELLA LARGE",STAN SETAS,,3485,CASE,,,$26.95 ,2025-09-03,KITCHEN,
89,NAPPA CABBAGE,STAN SETAS,,4965,EACH,,,$4.75 ,2025-09-13,KITCHEN,
90,"ONIONS, COLOSSAL 50#",STAN SETAS,,3620,CASE,,,$32.50 ,2025-09-04,KITCHEN,
91,"ONIONS, RED JUMBO 25#",STAN SETAS,,3655,CASE,,,$36.95 ,2025-09-09,KITCHEN,
92,"ORANGES, SUNKIST 72'S",STAN SETAS,,1665,CASE,,,$42.50 ,2025-09-14,KITCHEN,
93,"OREGANO, DOMESTIC 1-LB.",STAN SETAS,,5135,CASE,,,$9.75 ,2025-09-03,KITCHEN,
94,ORGANIC BABY ARUGULA 8/6OZ.,STAN SETAS,,0,CASE,,,$32.50 ,2025-09-04,KITCHEN,
95,ORGANIC BABY ARUGULA 8/6OZ.,STAN SETAS,,0,CASE,,,$32.50 ,2025-09-06,KITCHEN,
96,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-10,KITCHEN,
97,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-11,KITCHEN,
98,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$46.75 ,2025-09-16,KITCHEN,
99,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-17,KITCHEN,
100,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-03,KITCHEN,
101,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-04,KITCHEN,
102,ORGANIC SPRING MIX,STAN SETAS,,5616,CASE,,,$16.75 ,2025-09-05,KITCHEN,
103,"PARSLEY, ITALIAN",STAN SETAS,,3745,EACH,,,$2.25 ,2025-09-11,KITCHEN,
104,"PARSLEY, ITALIAN",STAN SETAS,,3745,EACH,,,$2.25 ,2025-09-13,KITCHEN,
105,"PARSLEY, ITALIAN",STAN SETAS,,3745,EACH,,,$2.25 ,2025-09-16,KITCHEN,
106,"PARSLEY, ITALIAN",STAN SETAS,,3745,EACH,,,$2.25 ,2025-09-05,KITCHEN,
107,"PARSLEY, ITALIAN",STAN SETAS,,3745,EACH,,,$2.25 ,2025-09-06,KITCHEN,
108,"PEARS, D' ANJOU 70'S",STAN SETAS,,1965,EACH,,,$0.80 ,2025-09-03,KITCHEN,
109,"PEAS, SUGAR SNAP",STAN SETAS,,3805,CASE,,,$46.50 ,2025-09-13,KITCHEN,
110,"PEAS, SUGAR SNAP",STAN SETAS,,3805,CASE,,,$46.50 ,2025-09-05,KITCHEN,
111,"PEPPERS, HOLLAND RED",STAN SETAS,,3870,CASE,,,$32.50 ,2025-09-11,KITCHEN,
112,"PEPPERS, HOLLAND RED",STAN SETAS,,3870,CASE,,,$36.50 ,2025-09-03,KITCHEN,
113,"PEPPERS, HOLLAND YELLOW",STAN SETAS,,3875,CASE,,,$36.50 ,2025-09-09,KITCHEN,
114,"PEPPERS, JALAPENO 20-LB.",STAN SETAS,,3890,LB,,,$2.95 ,2025-09-10,KITCHEN,
115,"PEPPERS, JALAPENO 20-LB.",STAN SETAS,,3890,LB,,,$2.65 ,2025-09-17,KITCHEN,
116,"PINEAPPLE, GOLDEN RIPE 6'S",STAN SETAS,,2231,CASE,,,$32.50 ,2025-09-10,KITCHEN,
117,"PINEAPPLE, GOLDEN RIPE 6'S",STAN SETAS,,2231,CASE,,,$32.50 ,2025-09-11,KITCHEN,
118,"PINEAPPLE, GOLDEN RIPE 6'S",STAN SETAS,,2231,CASE,,,$32.50 ,2025-09-16,KITCHEN,
119,"PINEAPPLE, GOLDEN RIPE 6'S",STAN SETAS,,2231,CASE,,,$32.50 ,2025-09-05,KITCHEN,
120,"POTATOES, FINGERLING 10#",STAN SETAS,,4080,LB,,,$2.75 ,2025-09-09,KITCHEN,
121,"POTATOES, FINGERLING 10#",STAN SETAS,,4080,LB,,,$2.75 ,2025-09-11,KITCHEN,
122,"POTATOES, FINGERLING 10#",STAN SETAS,,4080,LB,,,$2.75 ,2025-09-16,KITCHEN,
123,"POTATOES, IDAHO 90#",STAN SETAS,,4125,CASE,,,$32.50 ,2025-09-11,KITCHEN,
124,"POTATOES, IDAHO 90#",STAN SETAS,,4125,CASE,,,$32.50 ,2025-09-16,KITCHEN,
125,"POTATOES, IDAHO 90#",STAN SETAS,,4125,CASE,,,$32.50 ,2025-09-03,KITCHEN,
126,"POTATOES, IDAHO 90#",STAN SETAS,,4125,CASE,,,$32.50 ,2025-09-04,KITCHEN,
127,"POTATOES, RED B CHOICE",STAN SETAS,,4025,LB,,,$1.25 ,2025-09-05,KITCHEN,
128,"POTATOES, YUKON GOLD A",STAN SETAS,,4200,CASE,,,$48.50 ,2025-09-17,KITCHEN,
129,"RASPBERRIES, DRISCOLL, 12/6OZ.",STAN SETAS,,655,CASE,,,$42.50 ,2025-09-12,KITCHEN,
130,"RASPBERRIES, DRISCOLL, 12/6OZ.",STAN SETAS,,655,CASE,,,$42.50 ,2025-09-14,KITCHEN,
131,"RASPBERRIES, DRISCOLL, 12/6OZ.",STAN SETAS,,655,CASE,,,$42.50 ,2025-09-06,KITCHEN,
132,"RED SEEDLESS GRAPES, 6/3#",STAN SETAS,,0,EACH,,,$8.75 ,2025-09-16,KITCHEN,
133,"ROMAINE HEARTS, 12/3 CT.",STAN SETAS,,3350,CASE,,,$42.50 ,2025-09-09,KITCHEN,
134,"ROMAINE HEARTS, 12/3 CT.",STAN SETAS,,3350,CASE,,,$42.50 ,2025-09-16,KITCHEN,
135,"ROMAINE HEARTS, 12/3 CT.",STAN SETAS,,3350,CASE,,,$42.50 ,2025-09-03,KITCHEN,
136,"ROMAINE HEARTS, 12/3 CT.",STAN SETAS,,3350,CASE,,,$42.50 ,2025-09-04,KITCHEN,
137,"ROMAINE, PREMIUM 24'S",STAN SETAS,,3335,CASE,,,$36.50 ,2025-09-12,KITCHEN,
138,"ROSEMARY, DOMESTIC 1-LB.",STAN SETAS,,5155,CASE,,,$9.75 ,2025-09-09,KITCHEN,
139,"SPEARMINT, DOMESTIC 1-LB",STAN SETAS,,0,CASE,,,$9.75 ,2025-09-12,KITCHEN,
140,"SPEARMINT, DOMESTIC 1-LB",STAN SETAS,,0,CASE,,,$9.75 ,2025-09-13,KITCHEN,
141,"SPINACH, BABY 4 LB.",STAN SETAS,,4360,CASE,,,$19.75 ,2025-09-10,KITCHEN,
142,"SPINACH, BABY 4 LB.",STAN SETAS,,4360,CASE,,,$19.75 ,2025-09-04,KITCHEN,
143,"SPINACH, BABY 4 LB.",STAN SETAS,,4360,CASE,,,$19.75 ,2025-09-05,KITCHEN,
144,"SPINACH, BABY 4 LB.",STAN SETAS,,4360,CASE,,,$19.75 ,2025-09-06,KITCHEN,
145,"SQUASH, YELLOW FANCY",STAN SETAS,,4520,CASE,,,$32.50 ,2025-09-03,KITCHEN,
146,"STRAWBERRIES, DRISCOLL",STAN SETAS,,690,CASE,,,$32.50 ,2025-09-09,KITCHEN,
147,"STRAWBERRIES, DRISCOLL",STAN SETAS,,690,CASE,,,$32.50 ,2025-09-12,KITCHEN,
148,"STRAWBERRIES, DRISCOLL",STAN SETAS,,690,CASE,,,$32.50 ,2025-09-14,KITCHEN,
149,"STRAWBERRIES, DRISCOLL",STAN SETAS,,690,CASE,,,$29.80 ,2025-09-04,KITCHEN,
150,"STRAWBERRIES, DRISCOLL",STAN SETAS,,690,CASE,,,$32.50 ,2025-09-06,KITCHEN,
151,"THYME, DOMESTIC 1-LB.",STAN SETAS,,5235,CASE,,,$9.75 ,2025-09-12,KITCHEN,
152,"THYME, DOMESTIC 1-LB.",STAN SETAS,,5235,CASE,,,$9.75 ,2025-09-04,KITCHEN,
153,TOMATILLOS,STAN SETAS,,4565,LB,,,$2.65 ,2025-09-10,KITCHEN,
154,TOMATILLOS,STAN SETAS,,4565,LB,,,$2.75 ,2025-09-11,KITCHEN,
155,TOMATILLOS,STAN SETAS,,4565,LB,,,$2.65 ,2025-09-04,KITCHEN,
156,"TOMATOES, 5X6 25#",STAN SETAS,,4595,CASE,,,$36.50 ,2025-09-10,KITCHEN,
157,"TOMATOES, 5X6 25#",STAN SETAS,,4595,CASE,,,$32.50 ,2025-09-17,KITCHEN,
158,"TOMATOES, 5X6 25#",STAN SETAS,,4595,CASE,,,$32.50 ,2025-09-06,KITCHEN,
159,"TOMATOES, GRAPE",STAN SETAS,,4670,CASE,,,$26.95 ,2025-09-13,KITCHEN,
160,"TOMATOES, GRAPE",STAN SETAS,,4670,CASE,,,$26.95 ,2025-09-16,KITCHEN,
161,"TOMATOES, GRAPE",STAN SETAS,,4670,CASE,,,$26.95 ,2025-09-03,KITCHEN,
162,"TOMATOES, GRAPE",STAN SETAS,,4670,CASE,,,$26.95 ,2025-09-04,KITCHEN,
163,"TOMATOES, GRAPE",STAN SETAS,,4670,CASE,,,$26.95 ,2025-09-05,KITCHEN,
164,"YUKON GOLD POTATOES, SIZE B",STAN SETAS,,0,LB,,,$1.25 ,2025-09-12,KITCHEN,
165,"ZUCCHINI, FANCY",STAN SETAS,,4545,CASE,,,$29.80 ,2025-09-03,KITCHEN,
166,BAGEL ASSORTED SLICED 3 OUNCE,SYSCO,BAKER'S SOURCE,7102253,CASE,15.0,6 CT,45.78,2025-09-24,BAKERY,
167,BAKLAVA CLASSIC PRESLICED,SYSCO,KRONOS CENTRAL,6843268,CASE,2.0,36 CT,62.95,2025-09-26,BAKERY,
168,BATTER MUFFIN BANANA NUT,SYSCO,PILLSBURY BAKERIES,1357847,CASE,6.0,3 LB,76.53,2025-09-26,BAKERY,
169,BATTER MUFFIN LEMON POPPYSEED,SYSCO,BAKER'S SOURCE,1795574,CASE,2.0,8 LB,49.22,2025-09-05,BAKERY,
170,BATTER MUFFING BLUEBERRY,SYSCO,PILLSBURY BAKERIES,1357854,CASE,6.0,3 LB,82.96,2025-09-26,BAKERY,
171,BEAN VANILLA PASTE QUART,SYSCO,NIELSON MASSEY,7012878,EACH,1.0,32 OZ,73.13,2025-07-04,BAKERY,
172,BREAD FOCACCIA HERB 1/2 SHEET,SYSCO,FIREKING BAKING,7633096,CASE,3.0,1 CT,29.73,2025-09-24,BAKERY,
173,BREAD WHEAT .56 INCH SLICED,SYSCO,BAKER'S SOURCE,488581,CASE,12.0,28 OZ,41.09,2025-08-19,BAKERY,
174,BREAD WHITE .563 INCH SLICED,SYSCO,BAKER'S SOURCE,2473425,CASE,12.0,28 OZ,44.01,2025-09-12,BAKERY,
175,BREADSTICK WHITE 7 INCH - 8 INCH,SYSCO,BAKER'S SOURCE,2451197,CASE,12.0,12 CT,35.47,2025-09-26,BAKERY,
176,CAKE CARROT GOURMET 14 CUT 9 INCH,SYSCO,IMPERIAL,6647804,CASE,2.0,96 OZ,73.86,2025-07-11,BAKERY,
177,CAKE CHOCOLATE MOUSSE,SYSCO,BROOKLYN CANNOLI,8381475,CASE,1.0,3.5 LB,30.84,2025-09-26,BAKERY,
178,CAKE CHOCOLATE ULTIMATE 14 SLICE,SYSCO,IMPERIAL,234534,CASE,2.0,90 OZ,64.33,2025-09-26,BAKERY,
179,CAKE LEMON LECHE,SYSCO,IMPERIAL,7209187,CASE,2.0,8.2 LB,87.93,2025-09-26,BAKERY,
180,CAKE POUND,SYSCO,BAKER'S SOURCE,1617000,CASE,12.0,12 OZ,43.45,2025-09-26,BAKERY,
181,CAKE SHEET TUXEDO TRUFFLE MOUSSE,SYSCO,THE ORIGINAL CAKERIE CO,8554990,CASE,2.0,185 OZ,151.57,2025-09-19,BAKERY,
182,CHEESECAKE NEW YORK 16 CUT 10 INCH,SYSCO,IMPERIAL,6648901,CASE,2.0,64 OZ,45.4,2025-09-26,BAKERY,
183,"CHEESECAKES ASSORTED BUFFET 14 CUT 8""",SYSCO,CLASSIC,234419,CASE,4.0,30 OZ,52.38,2025-09-26,BAKERY,
184,CHOCOLATE CHIPS IMITATION 4000 COUNT,SYSCO,CLASSIC,5340948,CASE,1.0,10 LB,31.64,2025-10-03,BAKERY,
185,CHURRO PREEFRIED PLAIN,SYSCO,HOLA CHURRO,1243351,CASE,1.0,100 CT,50.65,2025-09-26,BAKERY,
186,COCOA POWDER 10-12% BUTTERFAT,SYSCO,CHEFS COMPANION,5874847,EACH,1.0,5 LB,50.52,2025-07-11,BAKERY,
187,COOKIE CHOCOLATE CHIP INDIVIDUALLY WRAPPED 2 OUNCE,SYSCO,BAKER'S SOURCE,105831,CASE,48.0,2 OZ,31.98,2025-07-11,BAKERY,
188,COOKIE SNICKERDOODLE GLUTEN-FREE INDIVIDUALLY WRAPPED,SYSCO,UDI'S HEALTHY FOODS,1491352,CASE,36.0,1.8 OZ,37.7,2025-07-15,BAKERY,
189,CRACKER GRAHAM HONEY,SYSCO,KELLOGG'S,4008116,CASE,1.0,10 LB,37.74,2025-07-11,BAKERY,
190,CROISSANT MARGARINE CURVED SLICED,SYSCO,BAKER'S SOURCE,9805649,CASE,4.0,18 CT,56.38,2025-08-08,BAKERY,
