ITEM,VENDOR,BRAND,VENDOR_CODE,UNIT_TYPE,SUBUNIT,SUBUNIT_SIZE,UNIT_PRICE,LAST_UPDATE,ACCOUNT,FLAG
DESSERT BAR VARIETY 8-PACK 2 POUND TRAY,SYSCO,SWEET STREET,4290474,CASE,8.0,8 CT,140.9,2025-09-26,BAKERY,
DONUT CAKE CHOCOLATE GLAZED OLD FASHIONED,SYSCO,BAKER'S SOURCE,7125242,CASE,72.0,2.5 OZ,47.59,2025-09-26,BAKERY,
DONUT YEAST RING GLAZED,SYSCO,BAKER'S SOURCE,7125250,CASE,72.0,2.5 OZ,34.39,2025-09-24,BAKERY,
DOUGH COOKIE CARNIVAL 1.33 OUNCE,SYSCO,OTIS SPUNKMEYER,7523145,CASE,240.0,1.33 OZ,68.76,2025-09-24,BAKERY,
DOUGH COOKIE CHOCOLATE CHIP,SYSCO,BAKER'S SOURCE,7134864,CASE,108.0,3 OZ,65.43,2025-09-26,BAKERY,
DOUGH COOKIE CHOCOLATE CHIP,SYSCO,OTIS SPUNKMEYER,1412642,CASE,240.0,1.33 OZ,60.75,2025-09-05,BAKERY,
DOUGH COOKIE CHOCOLATE CHUNK,SYSCO,BEST MAID COOKIE,3105602,CASE,200.0,1.5 OZ,82.91,2025-08-22,BAKERY,
DOUGH COOKIE CRANBERRY WHITE CHOCOLATE,SYSCO,OTIS SPUNKMEYER,6206619,CASE,104.0,3 OZ,98.93,2025-09-26,BAKERY,
DOUGH COOKIE OATMEAL RAISIN,SYSCO,OTIS SPUNKMEYER,1412667,CASE,240.0,1.33 OZ,54.27,2025-08-26,BAKERY,
DOUGH COOKIE PEANUT BUTTER,SYSCO,OTIS SPUNKMEYER,1412683,CASE,240.0,1.33 OZ,57.1,2025-08-19,BAKERY,
DOUGH COOKIE SUGAR BATTER,SYSCO,OTIS SPUNKMEYER,1454479,CASE,240.0,1.33 OZ,54.14,2025-09-24,BAKERY,
DOUGH DANISH MINI SELECTION,SYSCO,SCHULSTAD,2437176,CASE,120.0,1.5 OZ,65.86,2025-09-17,BAKERY,
DOUGH ROLL CINNAMON FREEZER TO OVEN,SYSCO,PILLSBURY BAKERIES,1853845,CASE,200.0,1.5 OZ,68.88,2025-09-19,BAKERY,
ICE CREAM CHOCOLATE,SYSCO,ASHBY'S,2179905,CASE,1.0,3 GAL,35.13,2025-08-13,BAKERY,
ICE CREAM SCOOP VANILLA BEAN,SYSCO,BLUE BUNNY,7417779,CASE,36.0,4 OZ,33.33,2025-09-26,BAKERY,
ICE CREAM VANILLA PREMIUM,SYSCO,ASHBY'S,2471789,CASE,1.0,3 GAL,37.22,2025-08-08,BAKERY,
ICING BUTTERCREAM WHITE WITH ZERO-TRANS-FAT,SYSCO,RICH'S PRODUCTS,3911128,CASE,1.0,30 LB,99.6,2025-08-08,BAKERY,
ICING FONDANT WHITE ROLLING,SYSCO,AMERO FOODS,8486035,CASE,2.0,5 LB,58.51,2025-08-06,BAKERY,
PAN COATING PROFESSIONAL,SYSCO,SUPREME,5204383,CASE,6.0,16 OZ,42.28,2025-09-26,BAKERY,
"PIE APPLE OLD FASHIONED READY-TO-BAKE 10""",SYSCO,IMPERIAL,9789934,CASE,6.0,49 OZ,49.01,2025-09-26,BAKERY,
"PIE BANANA CREAM THAW & SERVE 10""",SYSCO,CLASSIC,9788936,CASE,6.0,27 OZ,37.45,2025-09-12,BAKERY,
"PIE CHOCOLATE CREAM THAW & SERVE 10""",SYSCO,CLASSIC,9789686,CASE,6.0,27 OZ,38.13,2025-09-26,BAKERY,
PIE FRUIT FOREST MIXED READY-TO-BAKE OLD FASHIONED,SYSCO,IMPERIAL,9785601,CASE,6.0,48 OZ,69.16,2025-09-19,BAKERY,
PIE KEY LIME DEEP DISH 10 INCH 8 SCORE,SYSCO,KENNY'S GREAT PIES,4107247,CASE,4.0,36 OZ,66.56,2025-09-26,BAKERY,
"PIE LEMON MERENGUE THAW & SERVE 10""",SYSCO,IMPERIAL,9809153,CASE,4.0,46 OZ,43.64,2025-08-08,BAKERY,
PIE PEANUT BUTTER WITH REESE'S PIECES 14 CUT,SYSCO,IMPERIAL,6281497,CASE,2.0,88 OZ,69.35,2025-09-17,BAKERY,
"PIE PUMPKIN THAW & SERVE 10""",SYSCO,CLASSIC,9792771,CASE,6.0,43 OZ,42.38,2025-09-26,BAKERY,
PLATE FOAM UNLAMINATED WHITE 6 INCH,SYSCO,RELIANCE,8645753,CASE,8.0,125 CT,28.66,2025-07-11,BAKERY,
ROLL DINNER WHOLE GRAIN 1.125 OZ,SYSCO,FLOWERS SPECIALITY,2423238,CASE,8.0,24 CT,30.83,2025-09-19,BAKERY,
SPICE PEPPER SUPREME,SYSCO,IMPERIAL,1057983,CASE,1.0,21 OZ,33.35,2025-10-03,BAKERY,
APPETIZER FRANK IN PUFF PASTRY,SYSCO,IMPERIAL,6944334,CASE,2.0,50 CT,55.64,2025-09-10,KITCHEN,
APPETIZER SPANAKOPITA,SYSCO,IMPERIAL,6986178,CASE,5.0,20 CT,86.42,2025-09-30,KITCHEN,
APPETIZER VEGETABLE SPRING ROLL,SYSCO,JADE MOUNTAIN,4240331,CASE,3.0,48 CT,81.15,2025-09-29,KITCHEN,
APPLE FUJI EXTRA FANCY FRESH,SYSCO,PROPACK,7455116,CASE,1.0,100 CT,40.56,2025-07-09,KITCHEN,
APPLE SLICES IN WATER 6.5#,SYSCO,RELIANCE,4061875,CASE,6.0,#10,59.85,2025-07-09,KITCHEN,
ARTICHOKE HEARTS QUARTERS,SYSCO,IMPERIAL,4093373,CASE,1.0,2.5 KG,20.7,2025-09-30,KITCHEN,
AVOCADO HASS CHUNKY FRESH PACKAGED TRAY,SYSCO,CASA SOLANA,4897290,CASE,8.0,1 LB,52.78,2025-09-23,KITCHEN,
AVOCADO HASS FRESH HALVES INDIVIDUAL,SYSCO,CASA SOLANA,6297594,CASE,48.0,1.5 OZ,46.08,2025-09-29,KITCHEN,
BACON LAYFLAT 18-22 PER # SMOKED,SYSCO,RELIANCE,1073402,CASE,1.0,15 LB,88.63,2025-07-09,KITCHEN,
BACON LAYOUT APPLEWOOD,SYSCO,HORMEL,7557301,CASE,1.0,15 LB,83.27,2025-09-30,KITCHEN,
BAG PLASTIC HIGH DENSITY BUN PAN 27 X 37 ROLL PACK 13 MICRON,SYSCO,CLASSIC,4358958,CASE,1.0,200 CT,34.01,2025-09-17,BAKERY,
BAG PLASTIC LOW DENSITY RECLOSABLE 2 GALLON 13,SYSCO,CLASSIC,7863662,CASE,1.0,100 CT,20.39,2025-10-03,KITCHEN,
BANANA FRESH GREEN TIP,SYSCO,PROPACK,1158542,CASE,1.0,40 LB,28.26,2025-07-09,KITCHEN,
BANANA FRESH GREEN TIP,SYSCO,PROPACK,1079383,CASE,1.0,10 LB,11.81,2025-07-08,KITCHEN,
BEAN BAKED SLOW COOKED,SYSCO,CLASSIC,8326872,CASE,6.0,#10,41.5,2025-08-18,KITCHEN,
BEAN BLACK,SYSCO,CASA SOLANA,5844220,CASE,6.0,#10,39.28,2025-09-26,KITCHEN,
BEAN FRENCH SNIPPED FRESH,SYSCO,IMPERIAL,8405956,CASE,5.0,1 LB,25.15,2025-07-30,KITCHEN,
BEAN GARBANZO FANCY NO SULFITE,SYSCO,CLASSIC,4062337,CASE,6.0,#10,42.2,2025-09-22,KITCHEN,
BEAN GREAT NORTHERN FANCY,SYSCO,BUSH BROTHERS,8129645,CASE,6.0,#10,35.8,2025-07-11,KITCHEN,
BEEF BONE FEMUR 3-4 INCHE FROZEN,SYSCO,BUCKHEAD PRIDE,6322648,LB,1.0,20 LB,2.194,2025-09-26,KITCHEN,
BEEF CHUCK SHORT RIB BONE-IN,SYSCO,CERTIFIED ANGUS BEEF,3735705,LB,4.0,4 PC,6.937,2025-07-29,KITCHEN,
BEEF CHUCK SHORT RIB BONELESS COOKED,SYSCO,LITTLE TOWN JERKY,7140938,LB,3.0,4 LB,13.023,2025-09-30,KITCHEN,
BEEF FLANK 193,SYSCO,CERTIFIED ANGUS BEEF,8754319,LB,8.0,10 LB,10.59,2025-08-08,KITCHEN,
BEEF FLANK STEAK,SYSCO,BUCKHEAD PRIDE,808564,LB,1.0,12 LB,12.79,2025-09-26,KITCHEN,
BEEF GROUND FINE 81% LEAN BULK CHUBS,SYSCO,FIRE RIVER FARMS,566838,LB,4.0,10 LB,5.086,2025-09-16,KITCHEN,
BEEF GROUND FINE 81% LEAN BULK CHUBS,SYSCO,FIRE RIVER FARMS,566709,LB,4.0,5 LB,5.031,2025-10-03,KITCHEN,
BEEF RIBEYE LIP-ON BONELESS,SYSCO,BUTCHER'S BLOCK,4230967,LB,3.0,14 LB,13.285,2025-09-26,KITCHEN,
BEEF SAUSAGE BRISKET BURNT END JALAPENO,SYSCO,LL RANCH,7248233,CASE,6.0,2 LB,71.37,2025-08-26,KITCHEN,
BLEACH CHLORINE LIQUID 5.25%,SYSCO,RELIANCE,1934027,CASE,6.0,128 OZ,19.54,2025-09-24,KITCHEN,
"BOX PIZZA 12""X12""",SYSCO,ARREZZIO,5787148,CASE,1.0,50 CT,24.54,2025-07-08,KITCHEN,
BREAD CRUMBS JAPANESE COARSE PANKO,SYSCO,CLASSIC,5495460,CASE,1.0,25 LB,43.8,2025-09-10,KITCHEN,
BREAD PITA PLAIN,SYSCO,KRONOS,1309863,CASE,12.0,10 CT,38.22,2025-09-24,KITCHEN,
BREAKFAST BAR NUTRI GRAIN RASPBERRY,SYSCO,KELLOGG'S,5529664,CASE,48.0,1.3 OZ,33.65,2025-07-11,KITCHEN,
BREAKFAST BAR NUTRI-GRAIN APPLE,SYSCO,KELLOGG'S,5523808,CASE,48.0,1.3 OZ,33.65,2025-07-11,KITCHEN,
BREAKFAST BAR NUTRI-GRAIN BLUEBERRY,SYSCO,KELLOGG'S,5523816,CASE,48.0,1.3 OZ,33.65,2025-07-11,KITCHEN,
BREAKFAST BAR NUTRI-GRAIN STRAWBERRY,SYSCO,KELLOGG'S,5523949,CASE,48.0,1.3 OZ,33.65,2025-07-11,KITCHEN,
BUTTER BALLS .25 OZ SALTED IN BAG,SYSCO,BUTTERBALL FARMS,91449,CASE,6.0,3 LB,93.01,2025-09-29,KITCHEN,
BUTTER BLEND CLARIFIED WITH VEGETABLE OIL,SYSCO,LAND O LAKES,5055110,CASE,2.0,8 LB,60.63,2025-09-29,KITCHEN,
BUTTER SOLID UNSALTED USDA AA,SYSCO,WHOLESOME FARMS,3031442,CASE,36.0,1 LB,100.52,2025-09-29,KITCHEN,
BUTTERMILK 1% CULTURED,SYSCO,WHOLESOME FARMS,5109107,CASE,9.0,0.5 GAL,24.08,2025-09-24,KITCHEN,
CARROTS BABY CUT PEELED SLIM,SYSCO,IMPERIAL,3597911,CASE,4.0,5 LB,37.5,2025-09-24,KITCHEN,
CARROTS BABY PEELED TRI-COLOR,SYSCO,PACKER,7680291,CASE,1.0,5 LB,33.19,2025-08-26,KITCHEN,
CARROTS BABY WITH TOPS HAND PEELED,SYSCO,PACKER,8339590,CASE,1.0,5 LB,31.39,2025-07-30,KITCHEN,
CARROTS ORGANIC RAINBOW SHREDDED,SYSCO,PACKER,3289446,CASE,2.0,5 LB,21.31,2025-09-24,KITCHEN,
CEREAL GRANOLA FRUIT BULKPAK,SYSCO,NATURE VALLEY,6045371,CASE,4.0,50 OZ,50.57,2025-09-19,KITCHEN,
CEREAL HOT OATMEAL VARIETY,SYSCO,QUAKER,1827433,CASE,64.0,.98 OZ,22.23,2025-09-22,KITCHEN,
CHEESE ASIAGO AGED HALF WHEEL,SYSCO,STELLA,1447473,LB,1.0,11 LB,4.642,2025-08-29,KITCHEN,
CHEESE BLUE CRUMBLE STYLE CHUNK,SYSCO,IMPERIAL,1012327,CASE,1.0,5 LB,25.69,2025-08-27,KITCHEN,
CHEESE CHEDDAR MILD FANCY SHREDDED,SYSCO,CASA SOLANA,2822338,CASE,4.0,5 LB,56.36,2025-09-26,KITCHEN,
CHEESE CHEDDAR MILD SLICED INTERLEAFED .75 OUN,SYSCO,BLOCK & BARREL,3546369,CASE,8.0,1.5 LB,40.81,2025-09-09,KITCHEN,
CHEESE CHEDDAR SHARP FEATHER SHREDDED WHITE,SYSCO,BLOCK & BARREL,2825061,CASE,4.0,5 LB,59.85,2025-08-15,KITCHEN,
CHEESE CHEDDAR SMOKED 2.25 LB,SYSCO,PACKER,8009714,LB,2.0,2 CT,4.621,2025-09-16,KITCHEN,
CHEESE COTTAGE SMALL CURD 2%,SYSCO,WHOLESOME FARMS,8953028,CASE,2.0,5 LB,24.78,2025-08-27,KITCHEN,
CHEESE COTTAGE SMALL CURD 4%,SYSCO,WHOLESOME FARMS,5440201,CASE,4.0,5 LB,47.02,2025-07-16,KITCHEN,
CHEESE CREAM BULK,SYSCO,WHOLESOME FARMS,1161181,CASE,1.0,30 LB,81.03,2025-07-22,KITCHEN,
CHEESE CREAM LIGHT CUP,SYSCO,WHOLESOME FARMS,6261713,CASE,100.0,1 OZ,26.1,2025-09-29,KITCHEN,
CHEESE CUBE SWISS CHEDDAR PEPPER JACK,SYSCO,BLOCK & BARREL,7222414,CASE,6.0,2 LB,44.92,2025-09-22,KITCHEN,
CHEESE CUBED CHEDDAR SWISS PEPPER JACK,SYSCO,BLOCK & BARREL,248807,CASE,3.0,5 LB,60.95,2025-07-09,KITCHEN,
CHEESE FONTINA WHOLE RED WAX USA,SYSCO,ARREZZIO,4069870,LB,1.0,10 LB,6.023,2025-08-27,KITCHEN,
CHEESE GOAT LOG CHEVRE,SYSCO,BLOCK & BARREL,1140427,CASE,12.0,10.5 OZ,59.59,2025-09-12,KITCHEN,
CHEESE GRUYERE KING CUTS,SYSCO,BLOCK & BARREL,4507966,LB,2.0,7 LB,6.579,2025-08-27,KITCHEN,
CHEESE MOZZARELLA CILIEGEN FRESH,SYSCO,ARREZZIO,2491751,CASE,2.0,3 LB,33.48,2025-09-23,KITCHEN,
CHEESE MOZZARELLA STRING,SYSCO,ARREZZIO,4384214,CASE,168.0,1 OZ,42.07,2025-07-25,KITCHEN,
CHEESE MUENSTER RED RIND,SYSCO,BLOCK & BARREL,2388205,LB,1.0,6 LB,3.548,2025-08-20,KITCHEN,
CHEESE PARMESAN SHREDDED FANCY,SYSCO,ARREZZIO,873301,CASE,4.0,5 LB,109.08,2025-09-29,KITCHEN,
CHEESE RICOTTA UNWHIPPED PART SKIM,SYSCO,IMPERIAL,1012285,CASE,2.0,5 LB,27.6,2025-07-09,KITCHEN,
CHEESE SPREAD GARLIC & HERB EUROCREME,SYSCO,LIFE & PROVENCE,2520415,CASE,2.0,4 LB,43.15,2025-09-26,KITCHEN,
CHEESE SWISS SANDWICH CUT GRADE C,SYSCO,BLOCK & BARREL,2822437,LB,2.0,8 LB,3.557,2025-08-29,KITCHEN,
CHEESE SWISS SLICED .75 OUNCE,SYSCO,BLOCK & BARREL,3554569,CASE,8.0,1.5 LB,48.32,2025-09-26,KITCHEN,
CHERRY DRIED,SYSCO,IMPERIAL,7102205,CASE,1.0,5 LB,53.97,2025-07-11,KITCHEN,
CHERRY DRIED TART WHOLE,SYSCO,TRAVERSE BAY DRIED FRUIT,7393839,CASE,1.0,4 LB,34.47,2025-09-22,KITCHEN,
CHERRY MARASCHINO WITH STEMS LARGE IN PLASTIC JAR,SYSCO,IMPERIAL,5083944,CASE,6.0,.5 GAL,22.93,2025-09-19,KITCHEN,
CHICKEN BONELESSS SKINLESS BREAST 6OZ,SYSCO,COLEMAN NATURAL MEAT,1534452,CASE,4.0,5 LB,104,2025-08-05,KITCHEN,
CHICKEN BREAST CHUNKS TEMPURA,SYSCO,PIERCE (PILGRIMS PRIDE),5413606,CASE,2.0,5 LB,45.78,2025-09-29,KITCHEN,
CHICKEN CVP 8 PIECES CUT UP TRIMMED HALAL,SYSCO,CLASSIC,7220132,LB,16.0,3.5 LB,1.984,2025-08-22,KITCHEN,
CHICKEN CVP BONELESS SKINLESS BREAST 7.0 OUNCE NO ANTIBIOTICS EVER,SYSCO,COLEMAN NATURAL MEAT,7111928,CASE,4.0,5 LB,104,2025-07-18,KITCHEN,
CHICKEN CVP BREAST BONELESS-SKINLESS 5 OUNCE HALAL,SYSCO,CLASSIC,2166429,CASE,4.0,5 LB,109.51,2025-07-16,KITCHEN,
CHICKEN HALF OVEN ROASTED FRESH,SYSCO,BLOCK & BARREL,6421895,LB,8.0,2.5 LB,3.58,2025-08-15,KITCHEN,
CHICKEN TENDERS BREADED GOLDEN FLAT SMALL,SYSCO,CLASSIC,3928991,CASE,2.0,5 LB,48.47,2025-09-29,KITCHEN,
CHICKEN THIGH BONELESS SKINLESS,SYSCO,CLASSIC,7792187,CASE,4.0,10 LB,105.06,2025-09-24,KITCHEN,
CHIP POTATO REGULAR SINGLE SERVING,SYSCO,LAYS,5511175,CASE,104.0,1 OZ,47.25,2025-07-11,KITCHEN,
CHIP VARIETY FRITO LAY,SYSCO,LAYS,6586721,CASE,1.0,60 CT,43.28,2025-07-23,KITCHEN,
CHIP VARIETY POTATO TRADITIONAL,SYSCO,BLOCK & BARREL,6081071,CASE,80.0,1 OZ,44.61,2025-08-13,KITCHEN,
CLEANER COFFEE EQUIPMENT DIP IT XP,SYSCO,ECOLAB,7236517,CASE,6.0,2.33 LB,56.34,2025-07-11,KITCHEN,
CLEANER FLOOR SANITIZING WASH N WALK,SYSCO,ECOLAB,3325884,CASE,1.0,2.5 GAL,78.61,2025-09-16,KITCHEN,
COFFEE BEAN HOUSE BLEND BULK,SYSCO,CITAVO,7545589,CASE,6.0,2 LB,125.83,2025-07-28,KITCHEN,
COFFEE BEAN REGULAR ESPRESSO SUPREME,SYSCO,FERRIS COFFEE & NUT,6239523,CASE,1.0,5 LB,64.88,2025-09-09,KITCHEN,
COFFEE GROUND COLOMBIAN MEDIUM WITH FILTER,SYSCO,CITAVO,8322224,CASE,96.0,1.5 OZ,108.67,2025-08-22,KITCHEN,
CONTAINER MFPP 1 COMPARTMENT HINGED 9X9 INCH WHITE,SYSCO,EARTH PLUS,7064461,CASE,1.0,120 CT,36.29,2025-08-13,KITCHEN,
CONTAINER PAPER #2 TAKEOUT KRAFT,SYSCO,EARTH PLUS,1423328,CASE,2.0,70 CT,45.2,2025-09-29,KITCHEN,
CONTAINER PLASTIC CLEAR TOP/BLACK BOTTOM HINGED LID 10.5 X 9.5 1-COMPARTMENT,SYSCO,EARTH CHOICE,7136869,CASE,2.0,66 CT,101.16,2025-09-05,KITCHEN,
CONTAINER PLASTIC DELI TRANSLUCENT WITH LID,SYSCO,DELITAINER,8231967,CASE,240.0,8 OZ,38.74,2025-10-03,KITCHEN,
CONTAINER PLASTIC DELI TRANSLUCENT WITH LID,SYSCO,DELITAINER,8231512,CASE,240.0,32 OZ,63.98,2025-07-29,KITCHEN,
CONTAINER PLASTIC DELI TRANSLUCENT WITH LID,SYSCO,DELITAINER,8018838,CASE,240.0,16 OZ,41.53,2025-07-29,KITCHEN,
CONTAINER PLASTIC HINGED 1C 8.5X8.5,SYSCO,CLASSIC,7324917,CASE,3.0,50 CT,90.61,2025-08-29,KITCHEN,
CONTAINER PLASTIC HINGED BLACK/CLEAR 6 INCH X 6 INCH,SYSCO,CLASSIC,5329190,CASE,3.0,57 CT,40.56,2025-08-22,KITCHEN,
CORN WHOLE KERNEL GRADE A PACKAGED,SYSCO,CLASSIC,1435221,CASE,12.0,2.5 LB,56.78,2025-07-08,KITCHEN,
CORN WHOLE KERNEL WHITE SUPER SWEET,SYSCO,IMPERIAL,2510048,CASE,12.0,2.5 LB,63.53,2025-09-16,KITCHEN,
CRAB MEAT LUMP PASTEURIZED ASIA,SYSCO,SEA WINGS,5042393,CASE,6.0,1 LB,114.21,2025-07-23,KITCHEN,
CRACKER ASSORTED,SYSCO,PEPPERIDGE FARM,4200036,CASE,60.0,TRAYS,62.94,2025-09-19,KITCHEN,
CRACKER SALTINE 2 PER PACKET,SYSCO,HOUSE RECIPE,4204996,CASE,500.0,2 CT,24.57,2025-07-29,KITCHEN,
CREAM HEAVY 40%,SYSCO,WHOLESOME FARMS,6935464,CASE,12.0,32 OZ,70.41,2025-09-30,KITCHEN,
CREAM HEAVY WHIPPING 36%,SYSCO,WHOLESOME FARMS,4828802,CASE,12.0,32 OZ,64.38,2025-09-29,KITCHEN,
CREAM SOUR CULTURED GRADE A,SYSCO,WHOLESOME FARMS,5438874,CASE,4.0,5 LB,39.79,2025-09-26,KITCHEN,
CREAM SOUR CULTURED GRADE A,SYSCO,WHOLESOME FARMS,5020193,CASE,2.0,5 LB,19.34,2025-07-04,KITCHEN,
CREAMER COFFEE CITAVO FRENCH VANILLA,SYSCO,CITAVO,7100252,CASE,288.0,13 ML,22.44,2025-09-30,KITCHEN,
CREAMER COFFEE HAZELNUT ND,SYSCO,INTERNATIONAL DELIGHT,7441314,CASE,288.0,13 ML,26.17,2025-09-30,KITCHEN,
CREAMER HALF AND HALF,SYSCO,WHOLESOME FARMS,4686758,CASE,16.0,1 QT,34.77,2025-09-30,KITCHEN,
CREAMER NON-DAIRY CARAMEL MACCHIATO,SYSCO,INTERNATIONAL DELIGHT,7940998,CASE,288.0,13 ML,22.82,2025-09-24,KITCHEN,
CROUTON MULTIGRAIN CHEESE GARLIC HOMESTYLE ZERO TRANS FAT,SYSCO,CLASSIC,7762224,CASE,8.0,2.5 LB,63.93,2025-08-26,KITCHEN,
CUP PAPER COLD POLY-COATED 16 OUNCE,SYSCO,TRENDZ,1993726,CASE,24.0,50 CT,124.58,2025-08-27,KITCHEN,
CUP PAPER HOT PERFECTOUCH 12 OUNCE,SYSCO,PERFECTOUCH PAPER HOT CUP,8090268,CASE,20.0,50 CT,125.8,2025-08-27,KITCHEN,
CUP PLASTIC R PET CLEAR 16 OUNCE,SYSCO,EARTH PLUS,7064617,CASE,12.0,70 CT,64.72,2025-08-08,KITCHEN,
CUTLERY KIT KNIFE FORK SPOON NAPKIN SALT & PEPPER TOOTHPICK,SYSCO,GREEN2GO,7156042,CASE,1.0,300 CT,99.28,2025-07-08,KITCHEN,
DELIMER LIME-A-WAY,SYSCO,ECOLAB,3976277,CASE,4.0,1 GAL,44.73,2025-09-19,KITCHEN,
DETERGENT DISHWASH LEMON SCENT,SYSCO,DAWN DETERGENT,1823465,CASE,4.0,1 GAL,72.07,2025-09-05,KITCHEN,
DETERGENT MACHINE SOLID POWER XL,SYSCO,ECOLAB,8265585,CASE,4.0,9 LB,103.86,2025-09-30,KITCHEN,
DIP HUMMUS FRESH TRADITIONAL,SYSCO,GRECIAN DELIGHT,779593,CASE,2.0,0.5 GAL,31.88,2025-09-23,KITCHEN,
DOILY LACE ROUND WHITE 4 INCH,SYSCO,CLASSIC,9711565,CASE,1.0,2000 CT,54.6,2025-07-25,KITCHEN,
